5800;Xpsxwvg;Hpbkbdrwkktxikxfe;14933.6;26.68;7;3;1611;34;6;8693;5527;7
5801;Brbvfmb;Iomvohfgvqnrolhwj;13023.6;26.34;39;11;7220;49;9;2989;6598;3
5802;Vuckijw;Xuyfwlyxuknocdnks;12433;32.02;5;1;711;16;3;2249;4027;8
5803;Tjvpeuw;Svcsccquktqnxxxxl;16804.6;17.02;11;10;1553;40;4;98;3642;7
5804;Ivoxcaw;Cfeotdglljsgtpflr;17256.1;1.51;2;9;5345;8;8;7883;1000;3
5805;Thpuuvo;Udgvghmqkajpfrqmj;15133.3;19.19;28;4;7908;15;3;2392;4878;3
5806;Qkmaqpj;Mmfqjyoxwmvpapsfg;18365;46.85;35;10;7470;27;3;4652;5805;2
5807;Qeeiwga;Eeogwulptybgfsibq;18427.2;42.34;39;10;5164;32;4;594;3943;7
5808;Kxnyqar;Vqrmmaavqgoksmhwx;11478.9;4.17;2;6;5207;31;1;5360;9581;4
5809;Cvalpfv;Fmykrwhcnboblduho;16407.9;9.17;40;7;8218;7;8;1848;6100;5
5810;Vluyfbi;Xvktxslcnxagoenbf;13770.6;7.51;24;2;1798;34;3;7616;9308;3
5811;Kfiscqt;Ugqhhjkoaqyfkelfs;15608.4;35;23;2;133;26;4;5812;211;7
5812;Inrhvbl;Pdklewxxxgujjrerx;17992.4;16.02;17;9;765;8;4;6217;5574;10
5813;Sruhqsa;Wmrtxxohmhnlflxta;11173.4;34.19;33;1;742;24;2;2259;7369;6
5814;Bshjcku;Mthinwbtsdhsukvfa;18129.5;25.19;36;7;4751;45;10;9626;3128;7
5815;Axglbsp;Dgymmqpmbgfcrdcti;13606.9;17.68;5;4;9133;48;4;2602;4462;4
5816;Jawxyra;Cenlddedxblcqknqv;17240.1;25.34;45;2;8244;27;10;1178;229;4
5817;Aiasfmt;Vbebctstqxahcakrk;12173.2;5.19;45;4;2138;32;3;5055;3758;5
5818;Danskfe;Kvraxgrlssxxqbdnb;13014.7;21.02;11;11;8009;35;6;5888;5698;3
5819;Rogheew;Putsawdgrrhuaaprd;12608.2;48.51;1;4;6709;1;4;7740;8505;3
5820;Mfgoyio;Snntyvyfsyvlndnaf;13804.1;18.34;10;5;3998;27;5;1545;4762;8
5821;Ebbpckg;Lytnlbgdlftaadrlx;18063.3;24.85;3;4;3831;50;10;4815;6868;8
5822;Lrcbevp;Wyqoygupwkrukbmur;10661.7;20;36;3;3511;4;3;4342;7691;7
5823;Jgactjr;Qsyypqvbqnaqtvvkj;17352.8;48.36;33;9;8462;15;6;2236;182;6
5824;Vxqkqkj;Hytgibvuqdnsahitf;17742;13;36;3;4764;7;2;1371;1064;2
5825;Gsppihc;Lbbbegufulbxufoyw;16862.6;31.53;24;8;2269;7;9;7610;8924;8
5826;Pbenimc;Tkvacnsxexxboatbf;10826.3;17.17;24;11;9240;36;3;2305;6741;5
5827;Cuckrie;Lutehfyxlhjbveiya;11870.2;12;4;11;1754;14;4;9682;3621;1
5828;Mvmvjkq;Bjopgquwkqnhfsxtm;18681.7;27.17;11;5;1758;50;4;1781;1950;10
5829;Ulncmdv;Ygpvjovnixxppekxv;18996.3;11.34;21;1;3023;28;6;2547;7942;8
5830;Uuortvm;Clgffhkkmxvkgukas;13177.4;40.19;21;1;4399;5;10;1415;6448;9
5831;Yixrvvu;Xogwnfowkdjeacsto;18472.3;27.02;44;2;4265;14;10;561;6104;1
5832;Tudvwxt;Ohvjtwmvncodomxvt;12673.9;9.02;45;2;309;28;8;2076;3565;1
5833;Wjxxbtl;Ijhkmfiuvvbnucotn;18618.1;45.68;8;9;8716;3;4;5649;2453;4
5834;Gcyafux;Lhdmibbgestydgxqr;14797.1;35.51;6;9;6891;48;8;252;8333;10
5835;Hkeaiof;Itgofsrsjrfsvqjag;12477.2;40.68;43;9;8092;17;7;9966;4927;8
5836;Xbshijc;Xibrnvawadmpbxowt;10773.7;9.68;32;8;1187;27;1;6820;1176;4
5837;Arojgtr;Lvassltmwkonetmkd;10477.6;3.85;21;10;3749;49;4;9703;9433;7
5838;Xytjitk;Viyrwejrkhilbiknl;18111.2;13.53;41;4;6799;18;5;4373;4237;2
5839;Lutvcqe;Sdivnmqflbepwmqrs;11851.4;34.53;6;8;1076;4;2;7007;5963;7
5840;Wonuukf;Moaqxeclsscesposq;15885.6;24.51;45;6;4696;24;1;4179;8798;6
5841;Kyuhppg;Srdardkhkfuwpafiv;15071.4;7.17;26;11;5004;1;8;2604;5635;4
5842;Hhxqjvu;Chkucxlryhryffyem;13913.1;28.02;9;9;1098;4;8;6167;5953;6
5843;Qrcoqgr;Msullplfguyfbbdjx;14056.2;44.34;19;4;3667;37;5;8056;3294;6
5844;Gfgigpq;Bnhujsaoskllvgbdx;12398.5;24.53;7;8;9238;35;7;5774;3297;2
5845;Qsmrjng;Yxusooexvsgqsonvn;17855.5;12.68;18;8;2098;32;2;1667;1683;10
5846;Pagkbjh;Gplnxrujgqmwrcdff;16532.1;19.53;15;2;1598;39;5;5960;8251;3
5847;Jdoxajs;Polwqgbglgeipebxp;17390.6;51.19;29;1;249;32;7;2767;5001;2
5848;Kxjcmwo;Ccyvcxffihvmetuxh;13687.2;41.36;30;2;941;48;7;5017;2945;1
5849;Uymxigy;Kcngirdsgalwipirj;12693.8;27.51;31;3;4248;39;8;3043;2332;5
5850;Rdfxuag;Wlfqenrgrjagpoyhg;19622.7;49.85;30;4;733;13;2;1867;8506;8
5851;Tklooce;Rrwcovhalmvdjkmdv;15076.9;44.85;10;11;8775;42;8;713;8332;4
5852;Idqyjvq;Gyvwbpquxyqpfqdgw;15565.9;4.34;7;10;526;9;8;1435;9824;5
5853;Dyhighm;Owrnrdagseknqtfcy;15959.9;33.53;37;8;8206;48;4;9423;8237;7
5854;Dobjuhq;Uodhjslnupplsnxwr;17498.1;25.36;24;3;8422;3;7;8135;801;10
5855;Jmxwsiq;Uakpahrbhtgdvrkpu;13830.1;13.51;22;6;3790;37;5;170;7192;3
5856;Hsdhgav;Thcecgkrdequktcxa;16552.7;44.51;40;8;9099;46;4;5607;79;9
5857;Iomcquv;Hpbknkxkoutvwmhyo;14032.9;41.68;44;5;7446;8;9;6062;9609;8
5858;Wtqownd;Gvewcefqcahfkmdyc;17530.9;48.19;17;1;6171;38;4;6689;4481;8
5859;Qjnvtfy;Nwjpmfxvsrmltcdox;11785.3;25.19;6;10;1599;10;9;3063;5615;2
5860;Jylwacr;Syjqkufpplggobadf;14739.7;4.19;15;6;2245;42;5;1347;1855;8
5861;Nfcbala;Lnxnfmlmpkcgfvrsb;13992.2;32.34;44;3;8401;14;7;5716;9679;9
5862;Xnqxaby;Ncntcolruneyntsns;18701.2;19.85;20;8;8397;22;2;2076;6553;4
5863;Tyvawui;Nutohchluisxbtlio;10459;44;36;2;3291;46;6;9910;2481;4
5864;Ghfhjrk;Nxjdtespyccwcmnue;14645.4;23.19;7;9;9660;25;6;1715;3856;6
5865;Srablja;Ywvekyqgjuvgborxs;16650.7;32.53;22;2;7952;45;8;9125;498;10
5866;Qlsxmwq;Xeowtdbfyhbwnmulp;12942.7;17.85;34;5;6525;36;7;6415;7483;10
5867;Mpthmcf;Ejadtiayjitcamyax;13744.9;26.85;37;1;2676;19;9;300;4992;6
5868;Wxcsywj;Btksrhudnfesssdxq;15786.3;15.34;20;9;9249;13;3;6734;3908;1
5869;Svagkbj;Meiyivppyitbdxqsh;16174.8;48.53;2;5;8595;35;3;9960;2561;4
5870;Puhwowy;Axbxnijmagbvvnluf;14759;25;38;7;5852;13;3;2639;8057;3
5871;Exfbosi;Fdifxabpvpcldwydg;19875.9;18.17;26;11;1002;47;3;1677;7852;9
5872;Faqjfiw;Rjqxtytvicaujlfjs;12296.3;15.34;29;4;150;29;5;8327;1356;10
5873;Lqtvxqj;Hnixljbxsejamkiwq;11420.2;19.17;24;2;1468;25;1;2528;5070;9
5874;Txdtvew;Agecgbdxwekvsxnuw;15324.2;43.34;4;9;9643;37;10;511;6243;7
5875;Tvtrrqb;Rorkglsciyefaosoy;13823;10.53;32;6;7662;11;6;3214;2279;2
5876;Deijvvy;Wpshfdbfmjdbjbnta;11499.6;24.02;17;6;3436;49;10;804;7321;3
5877;Nsabuta;Qwaqdoobrjimiwvaw;10032.4;38.19;35;5;7051;22;2;3332;9403;4
5878;Qvsbdig;Shbfmgfkbbjdkmact;15516.9;21.02;15;9;2155;1;8;2198;2986;8
5879;Glovrnn;Autuesclcpuodylax;19690.7;12.17;37;9;5986;49;3;1829;3489;3
5880;Ntmixij;Wdnrgpdyimthjnnkg;10764.3;19.34;30;10;6834;7;1;1337;939;2
5881;Smxychf;Wjhbiumfrwakjiiuq;15294.6;31.19;29;8;7123;15;10;2168;9367;6
5882;Hegrmpe;Lucyudcbdgudhsdri;13835.9;47.17;12;11;2109;26;1;424;4608;2
5883;Jvjhgia;Wsamiutxonwjsewvs;15440.2;20;4;10;7333;1;1;5431;332;4
5884;Jeckqem;Dawvupngtqynhbvbg;11602.1;18.85;1;9;5436;45;1;445;1316;10
5885;Joietxw;Sorxsitwomujcesuh;19173.3;9.53;7;9;2691;47;5;3680;2532;2
5886;Lkudgsh;Nookvjnxwqemmhfoj;12210.6;35.36;22;3;7410;2;5;4042;1364;1
5887;Alanprt;Xxpbhciuhvtwpuylc;16359.8;24.85;39;3;7962;3;6;6792;3848;8
5888;Gghxmxf;Xwdswyntgxmdpatsx;13764;45.68;38;1;1944;20;4;1395;9924;7
5889;Isrypay;Krrltxcqelhdeqfsq;13000.2;9.68;18;2;5324;20;3;4003;5395;1
5890;Didgobt;Nwgqrfwtakjmsskst;17327.2;31.51;38;2;7547;31;7;6817;1545;9
5891;Ydgqqrc;Nwektoevemqhlayes;15321.3;10.02;31;9;353;6;3;637;2438;9
5892;Tqnhqhy;Ygrnhrejxssrxbalt;11039.2;39.53;13;10;4617;22;2;4529;7469;5
5893;Htihhma;Cmqldrvdkauacjtuj;14981.9;10.02;9;3;4017;35;7;7845;1941;9
5894;Ufdkvpg;Wahuptpugrovpnlof;10248.9;48.85;1;5;7688;36;9;675;5567;5
5895;Volmsqm;Jjjtvnfwlsanlmqyo;19649.4;25.36;12;8;1771;34;10;284;9352;5
5896;Sikcypb;Juigffhmdixewlnmp;13646.5;12.17;28;10;1984;33;6;8364;9680;1
5897;Ddmweop;Loywxffoiepakgatn;15345.4;4.85;6;6;5441;23;2;9595;4971;7
5898;Rdsstan;Okqoviqwxuawoddrd;13285.6;23.17;26;11;12;6;1;9572;8375;3
5899;Ayeknxx;Bxrtyxpvaafdjkanb;10739.9;44.34;29;8;2201;43;8;3658;3391;1
5900;Jybcijg;Gmgeekdgswjucokxh;17858.8;27.34;15;7;9085;42;2;1144;2478;2
5901;Ahcyfis;Wmpjqccnvcmhnyqcr;14917.9;38.34;9;5;4654;39;2;9337;198;9
5902;Aierbcq;Lfdittplvjleoendx;10257.7;34.36;14;10;567;2;5;6585;1395;1
5903;Khntiff;Gyemacqqvweilvowm;17104;33.02;39;9;1837;41;6;9931;1931;5
5904;Xvqrdlq;Kbjtovlcinxwgqsgr;10745.4;41.17;21;10;9425;37;1;3020;2231;6
5905;Ckvxmyl;Wbrrwhbevpjtcqrun;13681.8;32.19;34;8;888;10;1;566;343;6
5906;Vfgfplr;Tlucquwpbqecbjuiy;14420.3;5.51;28;3;601;38;5;5016;1538;10
5907;Eeqyuhj;Rcxvxgyvptxlwhhse;12280.4;14.85;35;8;9014;28;5;3845;5021;1
5908;Isfrgsv;Diqlctegalfkvxlvi;10860.7;49.85;23;2;5678;40;10;2059;925;6
5909;Aqnmnre;Ucdvrvdijytutfhbq;11461.9;47.68;1;8;8881;14;7;3430;4767;9
5910;Jyemrhs;Pwnjauhgpwfhghgof;11496.3;11.68;17;10;5125;4;8;9941;1463;6
5911;Enbjcnf;Wnlsgrxgeiiaveisp;12346.1;22.36;32;6;471;12;8;5116;2247;8
5912;Eppyrkm;Auvbwxitjqhyscnwa;11270.3;21.36;20;9;8245;45;2;3659;4721;3
5913;Qpldasr;Exlwtrmktrsjxyhqe;12669.2;47.53;2;5;5738;10;4;4142;5263;7
5914;Tkfhymq;Ydqmgcrygicxelygr;17602.9;40.02;39;2;842;48;8;5925;8130;6
5915;Cqmedqd;Unxunafuwuljdsewc;11071.9;47.17;38;2;9281;20;4;1686;9593;1
5916;Lrijfur;Ncwknslhlffwvjjhs;14717.7;19.17;22;9;8278;9;4;6560;2516;4
5917;Avdaoim;Ubtmriunucskjbdaw;18694.7;42.53;18;1;7796;29;5;6531;5688;9
5918;Fflodjt;Jxdrhrjeceljjbklb;11215.7;10.34;41;6;9179;37;10;3661;3508;1
5919;Runlauv;Wjxnkkojfgrjxtwtg;14014.7;35.17;12;10;7875;27;4;9127;2468;3
5920;Phyvdip;Bsifewceuvlskvtuw;16650;27.51;5;8;1154;14;8;2257;1110;4
5921;Tyrltwh;Nnsmtleiskveyqblu;14756.8;23.02;17;6;6415;25;1;5913;7755;7
5922;Ixlgysx;Fsgrfaeseqfhtvapv;16634.6;48.53;44;4;4839;22;8;7059;2063;2
5923;Rfpdeka;Mbomkdttqdylgdnhx;17086.5;3.85;16;8;2143;38;8;4965;3643;2
5924;Vhgdoiv;Qkgyibaymlgsvgqpt;12086;42.17;11;5;1195;32;7;9313;3769;9
5925;Oxxsnre;Nlddnpjfoylgwiyma;15715.5;33.02;30;8;381;37;10;7879;6200;6
5926;Revyrew;Iuhuklslwwgnbokqi;19768.9;6.17;41;9;3745;18;5;4347;3154;4
5927;Eubtntu;Yowqccsvmgpbwrepo;15116.3;22.68;31;9;1063;43;4;2548;6268;6
5928;Kcotiak;Kxsvcrjfowqqcywvh;12474.5;8;10;2;9601;38;4;6;1549;2
5929;Jtvydoh;Aokixhllwelnmuvde;18458.2;36.36;15;3;1695;16;4;3233;1810;1
5930;Siwgkwl;Yrejilgmbvwcuemut;12242.6;50.53;35;8;1592;26;10;9626;5136;1
5931;Nneetfh;Isildsxafblxltpvw;12542;31.85;15;6;795;21;4;9834;5210;4
5932;Gmkqltd;Svtuwlptpwdigljcx;17023.2;25.02;40;1;3014;18;2;5268;4629;6
5933;Sqytbup;Ebnbobojdhgmqjkuw;17699.3;28.34;30;5;742;5;5;4012;1049;10
5934;Bmgmmtm;Kuxwynusnwfgcxusy;15491.8;31.02;15;6;2414;39;1;5045;1145;8
5935;Mqbrwua;Jlivjhwslowrvriqh;10911.5;48.02;11;1;7708;16;9;1563;7750;6
5936;Moswodv;Ljishcftpksvoeqyf;14031;13.02;35;8;2074;20;4;1778;239;1
5937;Cuwmqcy;Qwpcevgtnmmcxsygc;15606;33.34;27;11;1010;1;9;125;157;10
5938;Fkcgpjs;Bmbhvcsgeqddqkgyv;14851.6;38.51;2;5;5444;15;5;4050;4270;2
5939;Casyqqi;Iifqsxpvvlsaoqywh;18505.9;16.36;41;10;9084;18;2;2509;8303;9
5940;Tipetbe;Mrujrpboqqthexmte;17749.4;42.36;41;4;1054;12;1;3059;4623;7
5941;Bpywyub;Idvnpmmiqdiktbxer;10366.3;12.17;32;1;5333;35;5;5369;3713;2
5942;Cmlqbhi;Ljpstscuyeemcseuu;13656.5;4.51;23;6;9212;4;4;6325;577;1
5943;Monbxgg;Nanafdtrxhjnqdvjf;19969.3;32.36;34;3;602;35;6;2420;3593;9
5944;Ccombge;Kplddnmotltyeycdo;18004.7;26;7;9;4724;3;2;2733;2037;5
5945;Isoypof;Erbelmvcvrcvilmgc;15811.4;31.51;11;11;3375;2;10;5141;4260;4
5946;Ohfwqyh;Hmxsfaewhymlfbgtj;11809.8;7.68;4;2;5637;17;7;2739;8737;8
5947;Ypogotu;Sllmdlktcxwobrrtr;16580.2;29.02;36;7;8745;17;1;2038;8435;7
5948;Gthfhbr;Acmsiyccillyyfvcj;17707.4;22.19;39;10;1373;39;9;7765;1169;1
5949;Iqtsrww;Cxucqmgpsimcgyrgf;12747.3;3.36;6;1;1266;22;8;6918;6409;5
5950;Xdwnyae;Fikpwnlemttxbchap;18166.8;49.19;17;2;6897;33;8;4130;6897;9
5951;Jrfrqtc;Ejidwwmxwwdtrrhlj;14170.9;49.53;36;6;4889;41;1;2503;8142;8
5952;Sggrttx;Ocqgjyyiffnuwdudm;10770.1;38.53;2;8;745;20;9;6175;6916;9
5953;Ihjhvwf;Unmujwbynokkmluen;14759.2;32.68;18;11;5695;19;1;2433;2623;8
5954;Ntmtdxb;Elfokurrushwccpwx;11866.3;9.19;24;10;1217;15;1;9013;5697;7
5955;Saomlle;Btgaqpusewexnunpi;11687.7;11.02;10;9;1099;49;10;8605;9852;3
5956;Erjflyh;Qftsriwevpygwsgid;18973.7;47;31;10;4297;11;3;6449;6801;10
5957;Nxtycbk;Gmacsctxjrrxrqcjx;11655.8;21.19;25;10;5239;35;8;9227;5624;4
5958;Hpxvmqp;Ekphrjbhkxlfkchhl;10907;20.53;9;9;5270;40;8;7459;3442;3
5959;Luyxlgr;Osicilxdkxrilgoaj;14236.1;22.68;29;4;8065;35;9;3724;5549;8
5960;Kvvkkqk;Dvsiohhwrjkrrjkan;13930.8;5.34;41;3;7599;48;4;4624;4439;8
5961;Vvlmqhx;Fqnjawdlcebrdnkow;11448.1;11.02;27;11;7226;25;1;1753;6950;9
5962;Yoymbhw;Thtlhorsplxiuxbyl;18995.6;5.68;27;9;7201;39;5;8177;4662;9
5963;Hspfxsb;Nljurtytemurfmwrh;16526.6;24.53;23;7;2586;32;1;1386;5539;9
5964;Wqrrxev;Uuwsbtitdtibficpj;16081.8;21.19;28;10;6123;13;9;2625;872;3
5965;Ricpfnd;Pnfeywuxrqdslflue;15508.6;38.02;34;9;9066;17;8;5696;3816;2
5966;Muysbby;Ucvhqmufxwvwktpks;12407.1;46.68;24;8;7331;32;3;690;1436;10
5967;Apcwbxl;Dqvsximkcihrlduxx;10375.7;16.34;6;9;8281;38;1;9132;3166;4
5968;Awjgmvy;Tcvgrhuqbjavmxmnc;12187.8;41.68;3;8;415;50;7;5353;7589;10
5969;Invcpqy;Ogtxxbsxkbvrhxoyt;19892.7;7.17;35;8;2344;14;1;2917;448;2
5970;Mxdtnuc;Jrowjedfofavdcamm;18564.3;22.36;40;7;109;5;2;7517;3031;9
5971;Fakqope;Ewbfovjlykfrffumq;19871.1;14.68;33;3;7534;11;10;8997;9983;4
5972;Dsystej;Ryrygbnovheefjtqm;10494.3;48.53;39;8;9115;24;4;1788;8926;8
5973;Btyuyug;Thpoukfeplskqxeep;14972.6;2.68;44;11;9685;17;5;861;2175;3
5974;Ompkuuu;Jhabwjcnwwgvdfgyl;12881.7;9.17;22;11;7583;39;10;2950;1687;9
5975;Nfcvtad;Uxtwguiqfgiektbip;17164.3;46.85;26;9;506;17;7;9069;9848;5
5976;Oswnium;Jinrrilsldhdwhqaj;18235.5;29.34;21;6;1361;33;9;6544;3397;1
5977;Rhdckfw;Bigdpiylsljjljjcr;15707.3;37;28;6;3313;40;5;1341;2294;2
5978;Ygqdmuj;Uncjdfwftumpywttn;15637;31.53;14;4;2428;21;7;5234;7789;7
5979;Wrmyfel;Usnrxkaqyebcaqnpw;13807.8;34.36;16;4;2623;38;7;1815;9178;7
5980;Wtaroeg;Ojmxqiwumvbekeoyp;17841.8;1.85;21;7;2577;9;9;7578;3323;4
5981;Qrtferg;Lgrfolmkwwvpmqoxw;16794.9;42.36;31;3;9150;26;10;8250;3398;4
5982;Affnwda;Xieqnlkktlhilafhf;15005;26.51;42;5;2036;28;5;2583;2891;3
5983;Ssesdxy;Qmjrrelypybwgulgf;11432.1;32.68;4;1;5900;42;2;9480;3189;4
5984;Gdjyauo;Nximxwvcuavvpexbw;18926.3;2.36;4;7;1341;26;7;1134;2320;10
5985;Ycsgdah;Lqsrghxbdrikgdxus;16766;28.17;38;11;9212;17;8;5273;1472;4
5986;Xihsidp;Oymrprrcejgrfdivx;12207.5;27.36;17;1;8152;17;6;7049;6577;4
5987;Vfmnrwd;Doxsiarodqobxkjdo;10968.2;1;40;9;6884;4;8;1350;5082;4
5988;Anuwhyq;Hyqlvsuvrepypvhmw;16203.3;45.68;42;11;1781;13;4;6691;1542;6
5989;Evyfqau;Wdtrpnfbjlirejlbr;13793.9;42.85;10;5;4638;9;6;831;1685;3
5990;Wefamlr;Adwqbkdyiauqglmoj;10085;36.53;19;8;5432;9;10;4381;3327;8
5991;Oykcjlr;Cekuayfdnkdncmyqp;18851.3;13.02;11;4;9671;26;2;9142;2283;2
5992;Omacvod;Shbyogncwtgdnydxu;15281.4;31.19;7;1;5530;34;3;5740;7166;3
5993;Upybbmy;Hrstbophymmxorpmg;12542;18.17;21;2;2547;26;3;8561;1862;7
5994;Mfeohfq;Begomggninnbrrrpu;17194;6.19;36;8;5543;16;8;2360;3849;9
5995;Rhfsoer;Mcfmyjvsumhvmgvbu;14531.1;24.17;28;1;6;24;5;3644;1160;7
5996;Xaaijbq;Rijvvkttkgheolpoh;15064.8;26.85;36;8;734;17;9;3967;1721;2
5997;Kdpaydu;Awidlmuyskuusrdvc;13804;21;38;3;5676;19;7;564;7204;1
5998;Wynaefy;Oqycprwwqiphrjxhh;11891.1;9.53;5;8;1252;36;2;2352;1933;8
5999;Aiwtsrn;Cxmaefecrlktfbwyy;15632.2;28.36;1;11;2147;37;10;5197;7731;9
6000;Qvbbvxf;Wraudmpfgtosaybnh;10777.2;40;21;6;6769;17;10;8961;327;3
6001;Cgrpwlc;Miasrdddrketbyhdh;10292.1;11.34;21;1;8172;12;6;2349;2688;6
6002;Qopxijb;Ybmjvedlkxuhbaybd;19210.5;19.53;26;1;3298;31;8;4249;7485;3
6003;Njdosbk;Tjbtirylpolauyenu;10983.4;31.53;16;5;8493;24;6;8639;2380;8
6004;Roogmtp;Geqiwputqgfhwvylc;13600.6;11.34;1;1;4949;10;9;3462;1578;5
6005;Nysgyce;Rhaycgvrbyjrovley;13505.7;38.19;18;11;2450;23;5;3313;1627;4
6006;Hjoisey;Bisfcnioabwxhsuer;11117.9;39;24;6;1712;14;4;6952;7227;1
6007;Quyppvi;Fgneefjagcokalosh;18541;39.53;12;4;9847;20;5;2087;3332;10
6008;Xlivdfh;Peiqyjwmxrxpuopyy;10289.1;26.36;24;9;474;26;9;5844;2082;7
6009;Riojrsh;Ccavfxyyycrsetqqo;17820.8;34.19;38;10;528;22;10;8918;8069;10
6010;Ghuftbx;Qddjqyilimcfgflpb;15503.6;34.85;41;8;9920;33;8;547;4951;1
6011;Oaaqrmw;Ysgvwpmhcxwsqbtxl;10125.2;33.19;45;4;2273;15;5;3577;6910;7
6012;Mtqlhww;Quvvfdwiofvhnhjba;10681.8;39.68;35;8;8674;7;9;3984;3954;9
6013;Uafbfvw;Uwpjaenxvyobsjbpd;17354.5;16;19;2;9190;37;9;2239;5361;5
6014;Ccffcpj;Jqvhmajylybibvhww;15386.3;9.53;8;7;3300;28;7;621;8386;10
6015;Hkrctjh;Jvaiqwuyxyhuykfxr;17646.9;27.34;18;7;7804;9;9;9850;7160;6
6016;Uiafxlt;Cpbaspeyhuuinywuk;18386.2;17.34;19;2;5261;38;6;7887;3369;8
6017;Bncupkq;Cwmgyqucjjcyfxeei;19001.7;28.85;41;1;4710;49;5;610;4703;9
6018;Obaqhyj;Sxwpqnkutvvuufopq;14072.4;45.17;11;1;4347;16;3;1069;8829;3
6019;Ffppaui;Xvbebwjkndpuudduo;12301.7;28;30;8;858;35;2;8528;9957;5
6020;Kgiwqql;Iwyleknmctveodcnn;16576.4;50.51;22;4;429;45;8;8021;4041;5
6021;Wwbrshw;Qbmebphbvnrldmmrc;10351.8;20.68;17;9;6321;38;2;8868;319;5
6022;Tpuouyn;Irqrqwfsffjidgkhh;16484.7;48.53;30;10;5703;32;4;9480;4170;5
6023;Ganwqmf;Bfnqlphkrxutbdfiu;13566.3;12.68;43;8;7242;28;3;1360;8789;2
6024;Oomcsnb;Nnrlahrnarfbwjusj;12092.9;13.51;30;3;8482;2;8;1337;1938;7
6025;Qqbvgip;Lkjsfhgvvlvjtaqyt;15494.1;44.85;41;2;936;21;6;9834;2484;2
6026;Fbntfbu;Lsrfhoxyfkmswvcpf;16021.1;9.34;19;5;2554;29;8;3777;6824;10
6027;Ygngrnr;Lghndlxihubpdixcr;13931.3;7.19;42;7;1647;13;5;9166;2698;7
6028;Glevnlf;Ptqyxovhbpiejqkle;16772.7;4.68;27;4;9166;2;8;4510;454;9
6029;Nrkmidd;Tchxwmbkwhrhlpndt;16344.5;33.19;14;11;1083;13;4;2026;7149;4
6030;Gxqwdsx;Mfjkfstjvmqnurqub;15891.3;12.17;29;7;2883;38;7;4399;1226;2
6031;Cgglwjn;Ucokrtxienhcrnweg;15761.4;15.17;44;7;1737;43;6;2320;3765;3
6032;Ymnkiwj;Tlvovhhpcntwaqori;17071.4;5.02;13;10;8993;25;8;6121;3430;8
6033;Mcfwgdq;Yphnqeychcldbdbot;15035;14.36;1;11;6236;26;4;135;45;8
6034;Kaxsxtw;Jvutnqbialfcsxbda;10440.9;22.34;16;11;3716;1;1;1382;1760;2
6035;Qrmvogs;Kursfrdtgyxtwfusp;16453.5;4.17;16;8;8858;35;8;3994;5046;5
6036;Kqcohqi;Robhhrusmynicqfuf;12631.7;31.51;25;2;876;47;5;4369;5859;10
6037;Wmdqosj;Csxbjpnamayrutaax;16955.4;6.34;5;5;8604;1;4;1671;8003;5
6038;Ikcsyci;Adwitsdcfxuvbliyb;14781.1;39.68;39;4;302;37;10;2699;8556;3
6039;Uvgxlfi;Ijmiqjuurnhvbuxdh;15940.1;7.34;12;10;7217;43;6;6802;9134;4
6040;Tmjttdr;Dmmirhmxkubwvfjxj;18674.7;28.51;36;3;7153;23;4;8617;8605;8
6041;Rviydnb;Wjmotidkvemsdhbux;15903.7;9;34;4;1067;11;9;9584;289;2
6042;Kvciuey;Rstuxyuldyspkjmgu;10586;18.02;7;6;4050;11;5;3044;1581;8
6043;Axpequh;Ubrvniwuklutdbmmy;17378;14.53;43;6;129;26;7;4348;1182;2
6044;Lvmknic;Gvriwxjjmlkodegth;16265.2;31.53;42;10;7520;39;5;7735;3574;7
6045;Qxikwqe;Qpwxnqubljqwvdhkv;17121.5;28.36;31;1;1899;19;3;5061;8233;2
6046;Cnutpjt;Fomaiiriturcnmmoj;15725.5;37.51;13;9;6625;39;6;2613;278;3
6047;Fctkoee;Cajoqkckkcutfwxks;17416.7;2;8;1;4729;24;3;6174;7913;10
6048;Bxlitsq;Dccqbcnbeidavfltf;14712.6;12.53;22;3;2059;13;3;9952;575;9
6049;Mflsocd;Xdnxyorfgfafdcwpn;19689.8;21;41;7;5469;12;6;4620;9322;1
6050;Ayucwhf;Urbbojqholochlswa;11111.6;47.02;18;2;2972;18;4;2675;6583;8
6051;Hdawgog;Qvajqyjdfhrcnbefn;10293.6;49.02;44;8;2685;21;9;9932;1261;6
6052;Yuroxlm;Ktdpcdcwstuoixkqu;15655.8;40.51;20;9;5330;45;10;1193;2040;1
6053;Yqdpdid;Seupxwtdypyrgprit;12322.6;42.02;1;5;8034;22;7;2283;230;10
6054;Xrnmypo;Qruidcvrxlpaiosxn;13752.7;37.17;29;5;2020;27;6;9891;5633;4
6055;Tymkfju;Rmvduqvifwkvoavwn;15757.8;28;16;6;443;24;6;7403;157;4
6056;Myogooi;Sojbuhruxfsdwitdl;14397.9;18.36;17;6;8775;9;1;2166;7571;8
6057;Fmevhdo;Wufruduyhkuggbvjk;15764.5;42.17;31;8;7370;36;2;7285;7518;10
6058;Mayqhxp;Vnsosjanmcendyqrs;11892.9;31.51;39;3;4169;36;7;9563;7717;9
6059;Cbqlhqg;Bffefuiiwudbndkqv;16570.4;37.68;32;5;4405;43;7;4978;6938;3
6060;Ayruhrk;Cbslmjcrxuptjbvsp;11238.3;16.53;29;4;3738;40;2;7773;2049;7
